thisRow.t,notes,trial.started,polygon.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0026898998767137527,0.012622799724340439,5.009837599936873,440077,001,2024-08-16_11h51.45.971,Trial1,2024.1.5,None,2024-08-16 11h51.52.954571 +0530,
